Time, HydroPower, WindPower, SolarPower
2022/1/22/3/3, 1238.462, 1451.013, 0.0
2022/1/22/4/3, 1247.073, 1226.129, 0.0
2022/1/22/5/3, 1269.911, 1028.469, 0.0
2022/1/22/6/3, 1388.972, 768.018, 0.0
2022/1/22/7/3, 1498.816, 549.71, 0.0
2022/1/22/8/3, 1700.211, 394.655, 0.0
2022/1/22/9/3, 1962.522, 336.244, 0.0
2022/1/22/10/3, 2194.707, 303.6, 2.104
2022/1/22/11/3, 2271.351, 317.274, 5.666
2022/1/22/12/3, 2259.301, 413.591, 22.259
2022/1/22/13/3, 2250.858, 555.684, 24.04
2022/1/22/14/3, 2206.337, 696.568, 20.397
2022/1/22/15/3, 2219.69, 854.452, 13.194
2022/1/22/16/3, 2235.952, 1126.938, 3.48
2022/1/22/17/3, 2262.432, 1365.608, 0.0
2022/1/22/18/3, 2295.821, 1591.186, 0.0
2022/1/22/19/3, 2310.831, 1785.208, 0.0
2022/1/22/20/3, 2374.158, 1999.359, 0.0
2022/1/22/21/3, 2073.348, 2307.87, 0.0
2022/1/22/22/3, 1726.34, 2391.691, 0.0
2022/1/22/23/3, 1606.557, 2474.502, 0.0
2022/1/22/24/3, 1501.357, 2577.734, 0.0
2022/1/23/1/3, 1452.305, 2594.878, 0.0
2022/1/23/2/3, 1318.173, 2553.574, 0.0
2022/1/23/3/3, 1169.987, 2608.485, 0.0
2022/1/23/4/3, 1068.457, 2569.903, 0.0
2022/1/23/5/3, 1014.387, 2545.646, 0.0
2022/1/23/6/3, 1055.647, 2405.865, 0.0
2022/1/23/7/3, 1117.549, 2333.828, 0.0
2022/1/23/8/3, 1278.815, 2214.67, 0.0
2022/1/23/9/3, 1439.362, 2097.191, 0.0
2022/1/23/10/3, 1556.922, 2076.631, 1.052
2022/1/23/11/3, 1792.88, 2031.874, 3.48
2022/1/23/12/3, 1978.32, 1970.278, 14.165
2022/1/23/13/3, 2027.852, 1785.801, 16.188
2022/1/23/14/3, 1990.884, 1773.838, 15.622
2022/1/23/15/3, 1870.841, 1896.147, 9.956
2022/1/23/16/3, 1750.69, 1990.809, 2.914
2022/1/23/17/3, 1836.692, 2151.201, 0.0
2022/1/23/18/3, 1873.36, 2359.722, 0.0
2022/1/23/19/3, 1811.709, 2504.689, 0.0
2022/1/23/20/3, 1645.285, 2663.948, 0.0
2022/1/23/21/3, 1417.606, 2754.001, 0.0
2022/1/23/22/3, 1068.238, 2789.741, 0.0
2022/1/23/23/3, 1071.828, 2805.835, 0.0
2022/1/23/24/3, 828.763, 2776.219, 0.0
2022/1/24/1/4, 743.226, 2737.759, 0.0
2022/1/24/2/4, 730.927, 2743.143, 0.0
2022/1/24/3/4, 751.527, 2755.084, 0.0
2022/1/24/4/4, 714.086, 2733.102, 0.0
2022/1/24/5/4, 711.213, 2700.819, 0.0
2022/1/24/6/4, 844.709, 2741.114, 0.0
2022/1/24/7/4, 906.889, 2726.838, 0.0
2022/1/24/8/4, 1095.182, 2716.902, 0.0
2022/1/24/9/4, 1644.942, 2754.347, 0.0
2022/1/24/10/4, 1915.613, 2770.946, 1.457
2022/1/24/11/4, 1886.236, 2728.054, 3.642
2022/1/24/12/4, 1907.578, 2697.708, 14.489
2022/1/24/13/4, 1884.986, 2647.139, 18.131
2022/1/24/14/4, 1818.999, 2529.381, 16.188
2022/1/24/15/4, 1786.097, 2428.181, 9.389
2022/1/24/16/4, 1822.94, 2390.007, 2.995
2022/1/24/17/4, 2059.544, 2280.426, 0.0
2022/1/24/18/4, 2110.615, 2402.808, 0.0
2022/1/24/19/4, 2136.98, 2552.767, 0.0
2022/1/24/20/4, 1942.167, 2746.888, 0.0
2022/1/24/21/4, 1529.791, 2756.558, 0.0
2022/1/24/22/4, 1086.066, 2800.976, 0.0
2022/1/24/23/4, 931.637, 2840.198, 0.0
2022/1/24/24/4, 898.81, 2847.922, 0.0
2022/1/25/1/4, 681.588, 2803.889, 0.0
2022/1/25/2/4, 664.409, 2736.401, 0.0
2022/1/25/3/4, 684.821, 2690.959, 0.0
2022/1/25/4/4, 748.295, 2586.784, 0.0
2022/1/25/5/4, 753.857, 2572.122, 0.0
2022/1/25/6/4, 864.545, 2488.949, 0.0
2022/1/25/7/4, 1246.981, 2370.43, 0.0
2022/1/25/8/4, 1868.041, 2312.855, 0.0
2022/1/25/9/4, 2070.681, 2291.611, 0.0
2022/1/25/10/4, 2101.394, 2202.776, 5.099
2022/1/25/11/4, 2156.068, 2058.491, 11.979
2022/1/25/12/4, 2086.042, 1748.671, 39.823
2022/1/25/13/4, 2178.845, 1481.357, 45.489
2022/1/25/14/4, 2171.03, 1266.187, 41.118
2022/1/25/15/4, 2052.734, 1265.052, 25.982
2022/1/25/16/4, 2095.055, 1401.068, 7.285
2022/1/25/17/4, 2262.924, 1574.568, 0.0
2022/1/25/18/4, 2430.154, 1582.401, 0.0
2022/1/25/19/4, 2537.828, 1530.709, 0.0
2022/1/25/20/4, 2442.069, 1507.602, 0.0
2022/1/25/21/4, 2154.77, 1851.516, 0.0
2022/1/25/22/4, 1871.472, 2004.322, 0.0
2022/1/25/23/4, 1932.541, 1899.412, 0.0
2022/1/25/24/4, 1734.107, 1950.353, 0.0
2022/1/26/1/4, 1445.891, 2054.797, 0.0
2022/1/26/2/4, 1392.416, 2083.001, 0.0
2022/1/26/3/4, 1128.875, 2084.494, 0.0
2022/1/26/4/4, 864.238, 2074.179, 0.0
2022/1/26/5/4, 789.412, 2010.602, 0.0
2022/1/26/6/4, 862.939, 1974.644, 0.0
2022/1/26/7/4, 1396.621, 1770.045, 0.0
2022/1/26/8/4, 1887.839, 1691.401, 0.0
2022/1/26/9/4, 2225.045, 1610.304, 0.0
2022/1/26/10/4, 2226.336, 1560.183, 1.619
2022/1/26/11/4, 2182.439, 1449.543, 4.047
2022/1/26/12/4, 2058.024, 1412.682, 11.817
2022/1/26/13/4, 2085.58, 1276.777, 13.922
2022/1/26/14/4, 2097.087, 1084.749, 12.627
2022/1/26/15/4, 2073.319, 963.8, 7.932
2022/1/26/16/4, 2180.18, 872.615, 1.781
2022/1/26/17/4, 2194.393, 873.549, 0.0
2022/1/26/18/4, 2454.314, 917.656, 0.0
2022/1/26/19/4, 2518.187, 870.796, 0.0
2022/1/26/20/4, 2392.824, 819.676, 0.0
2022/1/26/21/4, 2291.567, 743.481, 0.0
2022/1/26/22/4, 2013.59, 642.013, 0.0
2022/1/26/23/4, 1962.062, 530.677, 0.0
2022/1/26/24/4, 1817.941, 477.232, 0.0
2022/1/27/1/4, 1390.401, 503.304, 0.0
2022/1/27/2/4, 1148.756, 446.383, 0.0
2022/1/27/3/4, 1087.455, 400.577, 0.0
2022/1/27/4/4, 1090.921, 353.68, 0.0
2022/1/27/5/4, 1118.19, 361.017, 0.0
2022/1/27/6/4, 1412.695, 360.962, 0.0
2022/1/27/7/4, 1816.026, 357.041, 0.0
2022/1/27/8/4, 1990.706, 342.596, 0.0
2022/1/27/9/4, 2202.183, 302.145, 0.0
2022/1/27/10/4, 2188.03, 251.941, 1.457
2022/1/27/11/4, 2131.113, 199.985, 4.776
2022/1/27/12/4, 2164.093, 150.636, 10.846
2022/1/27/13/4, 2004.141, 97.712, 13.436
2022/1/27/14/4, 2024.399, 61.707, 11.332
2022/1/27/15/4, 1901.694, 52.856, 7.285
2022/1/27/16/4, 2003.076, 61.106, 1.862
2022/1/27/17/4, 1893.971, 66.223, 0.0
2022/1/27/18/4, 2206.919, 82.678, 0.0
2022/1/27/19/4, 2222.382, 127.375, 0.0
2022/1/27/20/4, 2217.498, 159.723, 0.0
2022/1/27/21/4, 2145.583, 187.677, 0.0
2022/1/27/22/4, 1848.159, 225.324, 0.0
2022/1/27/23/4, 1651.731, 264.768, 0.0
2022/1/27/24/4, 1698.3, 302.851, 0.0
2022/1/28/1/4, 1405.405, 329.023, 0.0
2022/1/28/2/4, 1259.636, 384.564, 0.0
2022/1/28/3/4, 1119.987, 355.787, 0.0
2022/1/28/4/4, 1070.697, 337.384, 0.0
2022/1/28/5/4, 1065.593, 389.12, 0.0
2022/1/28/6/4, 1231.495, 439.025, 0.0
2022/1/28/7/4, 1536.761, 470.952, 0.0
2022/1/28/8/4, 1902.791, 438.776, 0.0
2022/1/28/9/4, 2063.143, 513.558, 0.0
2022/1/28/10/4, 2126.188, 712.655, 1.943
2022/1/28/11/4, 2198.594, 767.85, 5.747
2022/1/28/12/4, 2248.376, 827.605, 15.703
2022/1/28/13/4, 2210.474, 887.535, 19.021
2022/1/28/14/4, 2112.294, 990.489, 20.559
2022/1/28/15/4, 2090.032, 1097.804, 14.246
2022/1/28/16/4, 2077.602, 1165.471, 3.723
2022/1/28/17/4, 2059.444, 1363.443, 0.0
2022/1/28/18/4, 2331.475, 1505.838, 0.0
2022/1/28/19/4, 2386.021, 1404.534, 0.0
2022/1/28/20/4, 2387.936, 975.437, 0.0
2022/1/28/21/4, 2179.656, 839.429, 0.0
2022/1/28/22/4, 2020.137, 1010.697, 0.0
2022/1/28/23/4, 1905.336, 1280.006, 0.0
2022/1/28/24/4, 1780.367, 1182.945, 0.0
2022/1/29/1/4, 1561.144, 1257.318, 0.0
2022/1/29/2/4, 1357.055, 1787.711, 0.0
2022/1/29/3/4, 956.498, 2094.649, 0.0
2022/1/29/4/4, 800.5, 2073.953, 0.0
2022/1/29/5/4, 813.613, 2080.829, 0.0
2022/1/29/6/4, 952.71, 2144.017, 0.0
2022/1/29/7/4, 1044.547, 2210.475, 0.0
2022/1/29/8/4, 1147.583, 2249.878, 0.0
2022/1/29/9/4, 1229.011, 2221.341, 0.0
2022/1/29/10/4, 1197.379, 2184.355, 2.833
2022/1/29/11/4, 1331.421, 2204.131, 7.609
2022/1/29/12/4, 1380.836, 2256.966, 13.922
2022/1/29/13/4, 1247.931, 2369.251, 14.57
2022/1/29/14/4, 1180.614, 2384.165, 12.951
2022/1/29/15/4, 1205.549, 2340.372, 8.985
2022/1/29/16/4, 1317.637, 2199.019, 2.104
2022/1/29/17/4, 1695.779, 2008.148, 0.0
2022/1/29/18/4, 2117.898, 1916.862, 0.0
2022/1/29/19/4, 1868.151, 1794.748, 0.0
2022/1/29/20/4, 1819.381, 1667.35, 0.0
2022/1/29/21/4, 1851.347, 1581.301, 0.0
2022/1/29/22/4, 1554.433, 1579.692, 0.0
2022/1/29/23/4, 1448.601, 1616.778, 0.0
2022/1/29/24/4, 1361.037, 1603.126, 0.0
2022/1/30/1/4, 1168.86, 1686.445, 0.0
2022/1/30/2/4, 1028.406, 1729.827, 0.0
2022/1/30/3/4, 960.708, 1792.614, 0.0
2022/1/30/4/4, 765.471, 1824.847, 0.0
2022/1/30/5/4, 734.639, 1729.944, 0.0
2022/1/30/6/4, 858.128, 1730.526, 0.0
2022/1/30/7/4, 787.419, 1803.659, 0.0
2022/1/30/8/4, 812.871, 1863.05, 0.0
2022/1/30/9/4, 948.383, 1916.804, 0.0
2022/1/30/10/4, 942.585, 1884.574, 2.024
2022/1/30/11/4, 1105.083, 1865.971, 7.609
2022/1/30/12/4, 1309.2, 1869.349, 14.003
2022/1/30/13/4, 1267.044, 1795.706, 15.136
2022/1/30/14/4, 1359.04, 1762.503, 13.76
2022/1/30/15/4, 1258.919, 1779.459, 9.632
2022/1/30/16/4, 1333.87, 1835.715, 2.428
2022/1/30/17/4, 1540.72, 1868.767, 0.0
2022/1/30/18/4, 1502.188, 1934.268, 0.0
2022/1/30/19/4, 1806.324, 1894.684, 0.0
2022/1/30/20/4, 1959.706, 1794.839, 0.0
2022/1/30/21/4, 1795.873, 1666.067, 0.0
2022/1/30/22/4, 1604.532, 1640.584, 0.0
2022/1/30/23/4, 1594.073, 1635.236, 0.0
2022/1/30/24/4, 1550.348, 1568.465, 0.0
2022/1/31/1/5, 1311.323, 1497.014, 0.0
2022/1/31/2/5, 1061.929, 1479.375, 0.0
2022/1/31/3/5, 979.21, 1471.889, 0.0
2022/1/31/4/5, 961.552, 1459.415, 0.0
2022/1/31/5/5, 1097.213, 1502.431, 0.0
2022/1/31/6/5, 1381.434, 1532.762, 0.0
2022/1/31/7/5, 1699.385, 1515.865, 0.0
2022/1/31/8/5, 1841.523, 1558.874, 0.0
2022/1/31/9/5, 2205.229, 1589.986, 0.0
2022/1/31/10/5, 2316.354, 1570.347, 2.266
2022/1/31/11/5, 2441.543, 1500.776, 8.823
2022/1/31/12/5, 2391.321, 1324.49, 18.05
2022/1/31/13/5, 2432.38, 1294.741, 20.883
2022/1/31/14/5, 2456.515, 1299.888, 19.021
2022/1/31/15/5, 2390.449, 1301.433, 12.951
2022/1/31/16/5, 2356.048, 1474.854, 3.48
2022/1/31/17/5, 2131.33, 1804.874, 0.0
2022/1/31/18/5, 2225.14, 1886.05, 0.0
2022/1/31/19/5, 2365.743, 1787.166, 0.0
2022/1/31/20/5, 2348.0, 1645.283, 0.0
2022/1/31/21/5, 2264.486, 1570.557, 0.0
2022/1/31/22/5, 2082.081, 1630.811, 0.0
2022/1/31/23/5, 1929.066, 1744.611, 0.0
2022/1/31/24/5, 1813.397, 1772.849, 0.0
2022/2/1/1/5, 1579.006, 1734.76, 0.0
2022/2/1/2/5, 1650.484, 1619.681, 0.0
2022/2/1/3/5, 1562.596, 1272.784, 0.0
2022/2/1/4/5, 1548.659, 1138.583, 0.0
2022/2/1/5/5, 1594.503, 1249.175, 0.0
2022/2/1/6/5, 1708.371, 1310.607, 0.0
2022/2/1/7/5, 1702.748, 1321.368, 0.0
2022/2/1/8/5, 2061.595, 1344.073, 0.0
2022/2/1/9/5, 2259.833, 1331.138, 0.0
2022/2/1/10/5, 2391.643, 1134.544, 2.833
2022/2/1/11/5, 2435.295, 1082.523, 10.522
2022/2/1/12/5, 2327.254, 937.408, 20.316
2022/2/1/13/5, 2231.499, 764.785, 22.016
2022/2/1/14/5, 2081.466, 660.983, 17.079
2022/2/1/15/5, 2102.956, 617.595, 13.355
2022/2/1/16/5, 2086.366, 643.245, 4.29
2022/2/1/17/5, 2134.046, 795.983, 0.0
2022/2/1/18/5, 2234.829, 943.742, 0.0
2022/2/1/19/5, 2218.656, 991.348, 0.0
2022/2/1/20/5, 2179.902, 972.764, 0.0
2022/2/1/21/5, 1996.845, 1015.286, 0.0
2022/2/1/22/5, 1908.737, 943.543, 0.0
2022/2/1/23/5, 1759.702, 833.712, 0.0
2022/2/1/24/5, 1570.386, 815.237, 0.0
2022/2/2/1/5, 1479.739, 767.912, 0.0
2022/2/2/2/5, 1511.231, 639.442, 0.0
2022/2/2/3/5, 1452.945, 614.368, 0.0
2022/2/2/4/5, 1430.557, 587.454, 0.0
2022/2/2/5/5, 1499.893, 584.516, 0.0
2022/2/2/6/5, 1567.508, 570.619, 0.0
2022/2/2/7/5, 1719.137, 552.526, 0.0
2022/2/2/8/5, 1969.784, 578.178, 0.0
2022/2/2/9/5, 2112.574, 612.386, 0.0
2022/2/2/10/5, 2279.581, 545.693, 3.642
2022/2/2/11/5, 2280.984, 559.599, 14.65
2022/2/2/12/5, 2154.299, 528.057, 23.797
2022/2/2/13/5, 2093.848, 405.9, 25.901
2022/2/2/14/5, 2044.049, 316.04, 26.306
2022/2/2/15/5, 2089.78, 305.585, 17.241
2022/2/2/16/5, 2067.934, 331.829, 6.556
2022/2/2/17/5, 2247.709, 388.619, 0.081
2022/2/2/18/5, 2434.336, 430.045, 0.0
2022/2/2/19/5, 2468.923, 378.762, 0.0
2022/2/2/20/5, 2545.43, 329.129, 0.0
2022/2/2/21/5, 2468.756, 293.053, 0.0
2022/2/2/22/5, 2238.502, 287.857, 0.0
2022/2/2/23/5, 2054.094, 318.364, 0.0
2022/2/2/24/5, 1985.489, 324.088, 0.0
2022/2/3/1/5, 1764.268, 309.857, 0.0
2022/2/3/2/5, 1624.808, 272.597, 0.0
2022/2/3/3/5, 1522.631, 245.485, 0.0
2022/2/3/4/5, 1505.75, 202.151, 0.0
2022/2/3/5/5, 1466.688, 165.078, 0.0
2022/2/3/6/5, 1651.973, 145.159, 0.0
2022/2/3/7/5, 1939.73, 105.016, 0.0
2022/2/3/8/5, 2157.344, 74.174, 0.0
2022/2/3/9/5, 2419.059, 50.287, 0.0
2022/2/3/10/5, 2280.384, 33.015, 4.047
2022/2/3/11/5, 2270.882, 23.974, 15.298
2022/2/3/12/5, 2242.703, 13.69, 27.763
2022/2/3/13/5, 2267.237, 7.975, 29.301
2022/2/3/14/5, 2321.232, 3.855, 36.343
2022/2/3/15/5, 2257.907, 2.36, 26.549
2022/2/3/16/5, 2356.32, 2.851, 10.199
2022/2/3/17/5, 2420.091, 6.576, 0.162
2022/2/3/18/5, 2379.026, 8.097, 0.0
2022/2/3/19/5, 2419.156, 15.862, 0.0
2022/2/3/20/5, 2384.438, 32.875, 0.0
2022/2/3/21/5, 2286.146, 69.796, 0.0
2022/2/3/22/5, 2085.638, 145.013, 0.0
2022/2/3/23/5, 2143.382, 238.751, 0.0
2022/2/3/24/5, 1972.625, 355.38, 0.0
2022/2/4/1/5, 1564.683, 576.506, 0.0
2022/2/4/2/5, 1743.251, 754.269, 0.0
2022/2/4/3/5, 1445.663, 938.095, 0.0
2022/2/4/4/5, 1465.133, 1027.382, 0.0
2022/2/4/5/5, 1615.797, 1110.222, 0.0
2022/2/4/6/5, 1692.731, 1267.376, 0.0
2022/2/4/7/5, 2046.536, 1432.313, 0.0
2022/2/4/8/5, 2361.89, 1659.354, 0.0
2022/2/4/9/5, 2465.634, 1809.272, 0.0
2022/2/4/10/5, 2248.95, 1971.445, 4.209
2022/2/4/11/5, 2259.483, 2173.86, 13.679
2022/2/4/12/5, 2022.643, 2380.541, 22.421
2022/2/4/13/5, 1923.281, 2536.253, 23.797
2022/2/4/14/5, 1896.57, 2718.188, 20.964
2022/2/4/15/5, 1761.045, 2856.803, 13.841
2022/2/4/16/5, 1675.713, 2969.006, 5.99
2022/2/4/17/5, 1678.926, 3025.206, 0.243
2022/2/4/18/5, 1967.177, 3112.09, 0.0
2022/2/4/19/5, 1958.941, 3141.674, 0.0
2022/2/4/20/5, 1928.357, 3103.722, 0.0
2022/2/4/21/5, 1460.523, 3067.304, 0.0
2022/2/4/22/5, 1212.371, 3100.385, 0.0
2022/2/4/23/5, 1111.114, 3072.407, 0.0
2022/2/4/24/5, 1140.614, 3033.861, 0.0
2022/2/5/1/5, 898.834, 2972.449, 0.0
2022/2/5/2/5, 751.798, 2871.711, 0.0
2022/2/5/3/5, 723.161, 2770.247, 0.0
2022/2/5/4/5, 743.786, 2655.596, 0.0
2022/2/5/5/5, 763.797, 2594.169, 0.0
2022/2/5/6/5, 779.701, 2531.501, 0.0
2022/2/5/7/5, 859.185, 2402.95, 0.0
2022/2/5/8/5, 943.448, 2331.347, 0.0
2022/2/5/9/5, 1142.104, 2219.478, 0.0
2022/2/5/10/5, 1217.844, 2154.504, 2.509
2022/2/5/11/5, 1389.397, 2092.336, 10.522
2022/2/5/12/5, 1477.876, 1917.705, 15.865
2022/2/5/13/5, 1460.859, 1785.366, 18.778
2022/2/5/14/5, 1473.952, 1742.042, 15.865
2022/2/5/15/5, 1563.553, 1676.257, 12.222
2022/2/5/16/5, 1638.116, 1676.962, 5.99
2022/2/5/17/5, 1634.497, 1688.113, 0.567
2022/2/5/18/5, 1818.714, 1675.454, 0.0
2022/2/5/19/5, 1907.201, 1734.172, 0.0
2022/2/5/20/5, 1836.726, 1771.128, 0.0
2022/2/5/21/5, 1578.053, 1612.915, 0.0
2022/2/5/22/5, 1303.17, 1569.566, 0.0
2022/2/5/23/5, 1370.134, 1600.808, 0.0
2022/2/5/24/5, 1460.202, 1574.334, 0.0
2022/2/6/1/5, 1125.801, 1717.07, 0.0
2022/2/6/2/5, 973.013, 1837.413, 0.0
2022/2/6/3/5, 811.893, 1893.061, 0.0
2022/2/6/4/5, 759.65, 1911.636, 0.0
2022/2/6/5/5, 711.892, 1877.893, 0.0
2022/2/6/6/5, 745.066, 1823.065, 0.0
2022/2/6/7/5, 1007.724, 1887.932, 0.0
2022/2/6/8/5, 996.853, 2004.185, 0.0
2022/2/6/9/5, 957.494, 2187.479, 0.081
2022/2/6/10/5, 994.543, 2342.638, 2.509
2022/2/6/11/5, 1143.344, 2409.736, 11.979
2022/2/6/12/5, 1119.508, 2425.061, 18.131
2022/2/6/13/5, 1123.566, 2460.669, 20.802
2022/2/6/14/5, 1141.952, 2520.89, 20.559
2022/2/6/15/5, 1109.155, 2484.648, 14.57
2022/2/6/16/5, 1156.872, 2521.18, 7.932
2022/2/6/17/5, 1308.611, 2525.112, 0.809
2022/2/6/18/5, 1603.553, 2526.799, 0.0
2022/2/6/19/5, 1810.858, 2536.645, 0.0
2022/2/6/20/5, 1779.297, 2479.797, 0.0
2022/2/6/21/5, 1595.977, 2326.003, 0.0
2022/2/6/22/5, 1444.724, 2130.321, 0.0
2022/2/6/23/5, 1390.293, 1893.421, 0.0
2022/2/6/24/5, 1500.087, 1691.442, 0.0
2022/2/7/1/6, 1120.905, 1595.955, 0.0
2022/2/7/2/6, 863.756, 1501.574, 0.0
2022/2/7/3/6, 812.568, 1440.961, 0.0
2022/2/7/4/6, 738.249, 1460.302, 0.0
2022/2/7/5/6, 716.059, 1424.205, 0.0
2022/2/7/6/6, 888.619, 1275.016, 0.0
2022/2/7/7/6, 1264.127, 1157.434, 0.0
2022/2/7/8/6, 1732.042, 1050.365, 0.0
2022/2/7/9/6, 2110.448, 965.948, 0.081
2022/2/7/10/6, 2121.883, 862.712, 3.076
2022/2/7/11/6, 2073.327, 665.595, 14.974
2022/2/7/12/6, 2065.133, 487.059, 19.831
2022/2/7/13/6, 2009.572, 335.097, 21.935
2022/2/7/14/6, 2137.844, 248.844, 21.45
2022/2/7/15/6, 2021.995, 214.824, 16.188
2022/2/7/16/6, 1968.117, 314.215, 8.094
2022/2/7/17/6, 1929.803, 457.136, 1.133
2022/2/7/18/6, 2065.046, 523.176, 0.0
2022/2/7/19/6, 2400.461, 527.591, 0.0
2022/2/7/20/6, 2406.496, 472.463, 0.0
2022/2/7/21/6, 2401.616, 397.552, 0.0
2022/2/7/22/6, 2314.161, 361.751, 0.0
2022/2/7/23/6, 2004.142, 317.585, 0.0
2022/2/7/24/6, 1940.29, 273.721, 0.0
2022/2/8/1/6, 1623.296, 296.654, 0.0
2022/2/8/2/6, 1241.209, 300.543, 0.0
2022/2/8/3/6, 1038.963, 334.276, 0.0
2022/2/8/4/6, 1063.798, 320.527, 0.0
2022/2/8/5/6, 1086.089, 346.364, 0.0
2022/2/8/6/6, 1256.515, 542.995, 0.0
2022/2/8/7/6, 1680.787, 713.421, 0.0
2022/2/8/8/6, 1826.997, 925.613, 0.0
2022/2/8/9/6, 1891.898, 1155.601, 0.405
2022/2/8/10/6, 2042.417, 1233.56, 2.914
2022/2/8/11/6, 2065.726, 1178.437, 16.35
2022/2/8/12/6, 2057.416, 1047.751, 21.207
2022/2/8/13/6, 1889.97, 923.747, 22.745
2022/2/8/14/6, 1877.192, 770.524, 21.369
2022/2/8/15/6, 2022.944, 738.951, 16.431
2022/2/8/16/6, 1915.97, 748.749, 7.447
2022/2/8/17/6, 1971.618, 814.048, 0.89
2022/2/8/18/6, 1771.811, 1021.475, 0.0
2022/2/8/19/6, 1939.241, 1233.3, 0.0
2022/2/8/20/6, 1865.986, 1592.922, 0.0
2022/2/8/21/6, 1537.132, 1775.486, 0.0
2022/2/8/22/6, 1384.232, 1844.363, 0.0
2022/2/8/23/6, 1236.136, 1776.001, 0.0
2022/2/8/24/6, 1148.923, 1837.485, 0.0
2022/2/9/1/6, 856.712, 1944.079, 0.0
2022/2/9/2/6, 798.924, 1914.64, 0.0
2022/2/9/3/6, 877.979, 1830.989, 0.0
2022/2/9/4/6, 883.062, 1926.06, 0.0
2022/2/9/5/6, 914.539, 1836.547, 0.0
2022/2/9/6/6, 1022.732, 1882.999, 0.0
2022/2/9/7/6, 1431.61, 1939.933, 0.0
2022/2/9/8/6, 1658.835, 2016.675, 0.0
2022/2/9/9/6, 2068.671, 2134.261, 1.133
2022/2/9/10/6, 2095.549, 2161.997, 8.742
2022/2/9/11/6, 2085.382, 2043.118, 42.252
2022/2/9/12/6, 1942.461, 1903.077, 52.126
2022/2/9/13/6, 1773.688, 1874.153, 44.842
2022/2/9/14/6, 1648.76, 1929.879, 31.486
2022/2/9/15/6, 1444.338, 1919.435, 23.149
2022/2/9/16/6, 1488.982, 2034.006, 7.447
2022/2/9/17/6, 1586.85, 2024.438, 0.89
2022/2/9/18/6, 2065.944, 1930.245, 0.0
2022/2/9/19/6, 2185.557, 1775.739, 0.0
2022/2/9/20/6, 2061.872, 1693.84, 0.0
2022/2/9/21/6, 1779.2, 1519.79, 0.0
2022/2/9/22/6, 1526.313, 1453.665, 0.0
2022/2/9/23/6, 1451.371, 1502.531, 0.0
2022/2/9/24/6, 1092.412, 2008.521, 0.0
2022/2/10/1/6, 819.373, 2201.448, 0.0
2022/2/10/2/6, 746.957, 2416.262, 0.0
2022/2/10/3/6, 647.932, 2588.206, 0.0
2022/2/10/4/6, 671.828, 2736.887, 0.0
2022/2/10/5/6, 746.65, 2719.927, 0.0
2022/2/10/6/6, 800.804, 2751.459, 0.0
2022/2/10/7/6, 861.781, 2790.471, 0.0
2022/2/10/8/6, 1099.519, 2752.982, 0.0
2022/2/10/9/6, 1665.417, 2727.765, 1.457
2022/2/10/10/6, 2026.293, 2610.786, 5.666
2022/2/10/11/6, 1961.264, 2488.59, 30.596
2022/2/10/12/6, 1945.939, 2421.467, 36.019
2022/2/10/13/6, 1643.739, 2342.123, 45.165
2022/2/10/14/6, 1388.367, 2434.09, 37.719
2022/2/10/15/6, 1313.983, 2599.498, 34.4
2022/2/10/16/6, 1473.854, 2649.667, 15.217
2022/2/10/17/6, 1634.89, 2743.597, 3.723
2022/2/10/18/6, 2023.134, 2847.793, 0.0
2022/2/10/19/6, 2084.919, 2886.966, 0.0
2022/2/10/20/6, 1990.257, 2881.664, 0.0
2022/2/10/21/6, 1732.722, 2822.695, 0.0
2022/2/10/22/6, 1459.136, 2769.244, 0.0
2022/2/10/23/6, 1161.65, 2705.287, 0.0
2022/2/10/24/6, 1150.712, 2602.468, 0.0
2022/2/11/1/6, 925.333, 2374.062, 0.0
2022/2/11/2/6, 875.855, 2235.18, 0.0
2022/2/11/3/6, 959.612, 2167.207, 0.0
2022/2/11/4/6, 982.192, 2145.352, 0.0
2022/2/11/5/6, 997.053, 2196.589, 0.0
2022/2/11/6/6, 1152.513, 2270.94, 0.0
2022/2/11/7/6, 1580.616, 2309.908, 0.0
2022/2/11/8/6, 2101.799, 2238.204, 0.0
2022/2/11/9/6, 2200.672, 2221.419, 1.862
2022/2/11/10/6, 2266.623, 2153.867, 7.123
2022/2/11/11/6, 2286.514, 2094.994, 42.575
2022/2/11/12/6, 2165.325, 1779.785, 57.792
2022/2/11/13/6, 1978.605, 1518.625, 64.996
2022/2/11/14/6, 1797.711, 1307.484, 56.497
2022/2/11/15/6, 1850.261, 1289.88, 43.628
2022/2/11/16/6, 1843.783, 1416.768, 23.554
2022/2/11/17/6, 2101.278, 1791.918, 4.29
2022/2/11/18/6, 2202.032, 2167.281, 0.0
2022/2/11/19/6, 2135.746, 2423.771, 0.0
2022/2/11/20/6, 2165.565, 2464.545, 0.0
2022/2/11/21/6, 2072.948, 2331.237, 0.0
2022/2/11/22/6, 1736.967, 2328.972, 0.0
2022/2/11/23/6, 1507.73, 2326.093, 0.0
2022/2/11/24/6, 1223.886, 2286.757, 0.0
2022/2/12/1/6, 1085.529, 2141.438, 0.0
2022/2/12/2/6, 1109.882, 2092.1, 0.0
2022/2/12/3/6, 1109.953, 2292.893, 0.0
2022/2/12/4/6, 1037.917, 2390.251, 0.0
2022/2/12/5/6, 972.569, 2319.167, 0.0
