Time, EnergyGeneration, StorageCapacity
2022/4/4/15/14, 2175.456, 15000.0
2022/4/4/16/14, 2277.565, 15000.0
2022/4/4/17/14, 2418.942, 15000.0
2022/4/4/18/14, 2649.188, 15000.0
2022/4/4/19/14, 2877.568, 15000.0
2022/4/4/20/14, 2905.721, 15000.0
2022/4/4/21/14, 2974.089, 15000.0
2022/4/4/22/14, 2815.063, 15000.0
2022/4/4/23/14, 2762.627, 15000.0
2022/4/4/24/14, 2751.079, 15000.0
2022/4/5/1/14, 2684.315, 15000.0
2022/4/5/2/14, 2755.407, 15000.0
2022/4/5/3/14, 2809.749, 15000.0
2022/4/5/4/14, 2770.815, 15000.0
2022/4/5/5/14, 2778.806, 15000.0
2022/4/5/6/14, 3221.899, 15000.0
2022/4/5/7/14, 3663.853, 15000.0
2022/4/5/8/14, 4048.45, 15000.0
2022/4/5/9/14, 4149.827, 15000.0
2022/4/5/10/14, 4008.127, 15000.0
2022/4/5/11/14, 3899.819, 15000.0
2022/4/5/12/14, 3951.722, 15000.0
2022/4/5/13/14, 3973.156, 15000.0
2022/4/5/14/14, 3935.93, 15000.0
2022/4/5/15/14, 3817.848, 15000.0
2022/4/5/16/14, 3638.307, 15000.0
2022/4/5/17/14, 4048.406, 15000.0
2022/4/5/18/14, 4030.271, 15000.0
2022/4/5/19/14, 4189.379, 15000.0
2022/4/5/20/14, 4320.249, 15000.0
2022/4/5/21/14, 3896.352, 15000.0
2022/4/5/22/14, 3453.07, 15000.0
2022/4/5/23/14, 3388.152, 15000.0
2022/4/5/24/14, 2932.13, 15000.0
2022/4/6/1/14, 2905.818, 15000.0
2022/4/6/2/14, 2842.599, 15000.0
2022/4/6/3/14, 2796.012, 15000.0
2022/4/6/4/14, 2809.317, 15000.0
2022/4/6/5/14, 2856.445, 15000.0
2022/4/6/6/14, 3267.105, 15000.0
2022/4/6/7/14, 3790.773, 15000.0
2022/4/6/8/14, 4026.335, 15000.0
2022/4/6/9/14, 3887.662, 15000.0
2022/4/6/10/14, 3564.248, 15000.0
2022/4/6/11/14, 3431.534, 15000.0
2022/4/6/12/14, 3224.715, 15000.0
2022/4/6/13/14, 3116.519, 15000.0
2022/4/6/14/14, 3124.285, 15000.0
2022/4/6/15/14, 3184.63, 15000.0
2022/4/6/16/14, 3211.744, 15000.0
2022/4/6/17/14, 3319.051, 15000.0
2022/4/6/18/14, 3288.489, 15000.0
2022/4/6/19/14, 3310.278, 15000.0
2022/4/6/20/14, 3394.468, 15000.0
2022/4/6/21/14, 3386.766, 15000.0
2022/4/6/22/14, 3368.687, 15000.0
2022/4/6/23/14, 3157.986, 15000.0
2022/4/6/24/14, 2749.103, 15000.0
2022/4/7/1/14, 2346.117, 15000.0
2022/4/7/2/14, 2193.453, 15000.0
2022/4/7/3/14, 2029.028, 15000.0
2022/4/7/4/14, 2119.709, 15000.0
2022/4/7/5/14, 2303.639, 15000.0
2022/4/7/6/14, 2643.273, 15000.0
2022/4/7/7/14, 2983.557, 15000.0
2022/4/7/8/14, 3172.433, 15000.0
2022/4/7/9/14, 2965.16, 15000.0
2022/4/7/10/14, 2957.041, 15000.0
2022/4/7/11/14, 2834.293, 15000.0
2022/4/7/12/14, 2803.377, 15000.0
2022/4/7/13/14, 2458.243, 15000.0
2022/4/7/14/14, 2539.16, 15000.0
2022/4/7/15/14, 2574.248, 15000.0
2022/4/7/16/14, 2552.483, 15000.0
2022/4/7/17/14, 2501.255, 15000.0
2022/4/7/18/14, 2849.87, 15000.0
2022/4/7/19/14, 3061.857, 15000.0
2022/4/7/20/14, 3384.374, 15000.0
2022/4/7/21/14, 3543.236, 15000.0
2022/4/7/22/14, 3535.771, 15000.0
2022/4/7/23/14, 3380.564, 15000.0
2022/4/7/24/14, 3326.319, 15000.0
2022/4/8/1/14, 3448.628, 15000.0
2022/4/8/2/14, 3391.846, 15000.0
2022/4/8/3/14, 3516.004, 15000.0
2022/4/8/4/14, 3743.819, 15000.0
2022/4/8/5/14, 3802.988, 15000.0
2022/4/8/6/14, 3933.944, 15000.0
2022/4/8/7/14, 4341.011, 15000.0
2022/4/8/8/14, 4814.52, 15000.0
2022/4/8/9/14, 5039.518, 15000.0
2022/4/8/10/14, 4794.45, 15000.0
2022/4/8/11/14, 4691.725, 15000.0
2022/4/8/12/14, 4629.72, 15000.0
2022/4/8/13/14, 4555.987, 15000.0
2022/4/8/14/14, 4404.487, 15000.0
2022/4/8/15/14, 4210.471, 15000.0
2022/4/8/16/14, 4034.626, 15000.0
2022/4/8/17/14, 4315.997, 15000.0
2022/4/8/18/14, 4634.453, 15000.0
2022/4/8/19/14, 4431.267, 15000.0
2022/4/8/20/14, 4635.986, 15000.0
2022/4/8/21/14, 4461.096, 15000.0
2022/4/8/22/14, 4180.381, 15000.0
2022/4/8/23/14, 3872.957, 15000.0
2022/4/8/24/14, 3725.381, 15000.0
2022/4/9/1/14, 3384.967, 15000.0
2022/4/9/2/14, 3187.845, 15000.0
2022/4/9/3/14, 3004.417, 15000.0
2022/4/9/4/14, 2872.217, 15000.0
2022/4/9/5/14, 2866.792, 15000.0
2022/4/9/6/14, 2921.735, 15000.0
2022/4/9/7/14, 2930.363, 15000.0
2022/4/9/8/14, 2751.053, 15000.0
2022/4/9/9/14, 2923.863, 15000.0
2022/4/9/10/14, 2884.155, 15000.0
2022/4/9/11/14, 2497.672, 15000.0
2022/4/9/12/14, 2569.28, 15000.0
2022/4/9/13/14, 2518.092, 15000.0
2022/4/9/14/14, 2502.864, 15000.0
2022/4/9/15/14, 2649.629, 15000.0
2022/4/9/16/14, 2689.432, 15000.0
2022/4/9/17/14, 2725.244, 15000.0
2022/4/9/18/14, 2721.078, 15000.0
2022/4/9/19/14, 3167.177, 15000.0
2022/4/9/20/14, 3410.391, 15000.0
2022/4/9/21/14, 3716.053, 15000.0
2022/4/9/22/14, 3704.818, 15000.0
2022/4/9/23/14, 3534.937, 15000.0
2022/4/9/24/14, 3283.382, 15000.0
2022/4/10/1/14, 3134.43, 15000.0
2022/4/10/2/14, 2860.432, 15000.0
2022/4/10/3/14, 2753.54, 15000.0
2022/4/10/4/14, 2805.032, 15000.0
2022/4/10/5/14, 2733.341, 15000.0
2022/4/10/6/14, 2630.415, 15000.0
2022/4/10/7/14, 2519.755, 15000.0
2022/4/10/8/14, 2496.024, 15000.0
2022/4/10/9/14, 2557.123, 15000.0
2022/4/10/10/14, 2354.813, 15000.0
2022/4/10/11/14, 1997.23, 15000.0
2022/4/10/12/14, 2000.105, 15000.0
2022/4/10/13/14, 2030.962, 15000.0
2022/4/10/14/14, 2012.455, 15000.0
2022/4/10/15/14, 2141.548, 15000.0
2022/4/10/16/14, 2150.289, 15000.0
2022/4/10/17/14, 2247.275, 15000.0
2022/4/10/18/14, 2549.142, 15000.0
2022/4/10/19/14, 2899.913, 15000.0
2022/4/10/20/14, 3322.835, 15000.0
2022/4/10/21/14, 3328.524, 15000.0
2022/4/10/22/14, 3196.139, 15000.0
2022/4/10/23/14, 2965.347, 15000.0
2022/4/10/24/14, 2679.276, 15000.0
2022/4/11/1/15, 2507.165, 15000.0
2022/4/11/2/15, 2356.293, 15000.0
2022/4/11/3/15, 2294.456, 15000.0
2022/4/11/4/15, 2262.732, 15000.0
2022/4/11/5/15, 2282.996, 15000.0
2022/4/11/6/15, 2748.005, 15000.0
2022/4/11/7/15, 3449.002, 15000.0
2022/4/11/8/15, 3540.81, 15000.0
2022/4/11/9/15, 3423.447, 15000.0
2022/4/11/10/15, 3377.795, 15000.0
2022/4/11/11/15, 3586.378, 15000.0
2022/4/11/12/15, 3640.144, 15000.0
2022/4/11/13/15, 3608.053, 15000.0
2022/4/11/14/15, 3502.738, 15000.0
2022/4/11/15/15, 3279.895, 15000.0
2022/4/11/16/15, 3231.948, 15000.0
2022/4/11/17/15, 3208.295, 15000.0
2022/4/11/18/15, 3203.084, 15000.0
2022/4/11/19/15, 3046.736, 15000.0
2022/4/11/20/15, 3065.577, 15000.0
2022/4/11/21/15, 2687.604, 15000.0
2022/4/11/22/15, 2676.643, 15000.0
2022/4/11/23/15, 2593.312, 15000.0
2022/4/11/24/15, 2236.903, 15000.0
2022/4/12/1/15, 2067.284, 15000.0
2022/4/12/2/15, 1997.494, 15000.0
2022/4/12/3/15, 2088.779, 15000.0
2022/4/12/4/15, 2186.402, 15000.0
2022/4/12/5/15, 2221.596, 15000.0
2022/4/12/6/15, 2469.172, 15000.0
2022/4/12/7/15, 2543.253, 15000.0
2022/4/12/8/15, 2595.608, 15000.0
2022/4/12/9/15, 2434.918, 15000.0
2022/4/12/10/15, 2317.739, 15000.0
2022/4/12/11/15, 2123.351, 15000.0
2022/4/12/12/15, 2029.248, 15000.0
2022/4/12/13/15, 1976.422, 15000.0
2022/4/12/14/15, 1854.789, 15000.0
2022/4/12/15/15, 1839.031, 15000.0
2022/4/12/16/15, 1866.479, 15000.0
2022/4/12/17/15, 1949.776, 15000.0
2022/4/12/18/15, 2302.206, 15000.0
2022/4/12/19/15, 2351.787, 15000.0
2022/4/12/20/15, 2383.873, 15000.0
2022/4/12/21/15, 2413.968, 15000.0
2022/4/12/22/15, 2337.359, 15000.0
2022/4/12/23/15, 2182.396, 15000.0
2022/4/12/24/15, 1924.513, 15000.0
2022/4/13/1/15, 1949.148, 15000.0
2022/4/13/2/15, 1829.774, 15000.0
2022/4/13/3/15, 1793.961, 15000.0
2022/4/13/4/15, 1707.555, 15000.0
2022/4/13/5/15, 1817.136, 15000.0
2022/4/13/6/15, 2081.789, 15000.0
2022/4/13/7/15, 2386.174, 15000.0
2022/4/13/8/15, 2522.718, 15000.0
2022/4/13/9/15, 2583.939, 15000.0
2022/4/13/10/15, 2535.8, 15000.0
2022/4/13/11/15, 2536.791, 15000.0
2022/4/13/12/15, 2559.429, 15000.0
2022/4/13/13/15, 2427.569, 15000.0
2022/4/13/14/15, 2188.773, 15000.0
2022/4/13/15/15, 2180.874, 15000.0
2022/4/13/16/15, 2232.994, 15000.0
2022/4/13/17/15, 2216.918, 15000.0
2022/4/13/18/15, 2535.224, 15000.0
2022/4/13/19/15, 2657.841, 15000.0
2022/4/13/20/15, 2609.599, 15000.0
2022/4/13/21/15, 2758.192, 15000.0
2022/4/13/22/15, 2802.136, 15000.0
2022/4/13/23/15, 2792.36, 15000.0
2022/4/13/24/15, 2590.396, 15000.0
2022/4/14/1/15, 2572.165, 15000.0
2022/4/14/2/15, 2411.677, 15000.0
2022/4/14/3/15, 2270.3, 15000.0
2022/4/14/4/15, 2223.957, 15000.0
2022/4/14/5/15, 2270.304, 15000.0
2022/4/14/6/15, 2538.76, 15000.0
2022/4/14/7/15, 2773.318, 15000.0
2022/4/14/8/15, 2855.381, 15000.0
2022/4/14/9/15, 2817.734, 15000.0
2022/4/14/10/15, 2793.382, 15000.0
2022/4/14/11/15, 2570.417, 15000.0
2022/4/14/12/15, 2369.427, 15000.0
2022/4/14/13/15, 2248.528, 15000.0
2022/4/14/14/15, 2224.954, 15000.0
2022/4/14/15/15, 2248.169, 15000.0
2022/4/14/16/15, 2168.81, 15000.0
2022/4/14/17/15, 2446.253, 15000.0
2022/4/14/18/15, 2497.184, 15000.0
2022/4/14/19/15, 2555.85, 15000.0
2022/4/14/20/15, 2586.612, 15000.0
2022/4/14/21/15, 2694.3, 15000.0
2022/4/14/22/15, 2894.812, 15000.0
2022/4/14/23/15, 2907.123, 15000.0
2022/4/14/24/15, 2897.769, 15000.0
2022/4/15/1/15, 3076.165, 15000.0
2022/4/15/2/15, 3101.017, 15000.0
2022/4/15/3/15, 3005.294, 15000.0
2022/4/15/4/15, 2922.414, 15000.0
2022/4/15/5/15, 2949.346, 15000.0
2022/4/15/6/15, 3061.797, 15000.0
2022/4/15/7/15, 3049.295, 15000.0
2022/4/15/8/15, 2652.449, 15000.0
2022/4/15/9/15, 2751.315, 15000.0
2022/4/15/10/15, 2841.693, 15000.0
2022/4/15/11/15, 3027.365, 15000.0
2022/4/15/12/15, 3244.102, 15000.0
2022/4/15/13/15, 3107.494, 15000.0
2022/4/15/14/15, 3027.425, 15000.0
2022/4/15/15/15, 2847.295, 15000.0
2022/4/15/16/15, 2864.704, 15000.0
2022/4/15/17/15, 3129.417, 15000.0
2022/4/15/18/15, 3150.754, 15000.0
2022/4/15/19/15, 3055.843, 15000.0
2022/4/15/20/15, 2963.282, 15000.0
2022/4/15/21/15, 2950.774, 15000.0
2022/4/15/22/15, 3011.508, 15000.0
2022/4/15/23/15, 2935.171, 15000.0
2022/4/15/24/15, 2491.446, 15000.0
2022/4/16/1/15, 2209.702, 15000.0
2022/4/16/2/15, 1992.544, 15000.0
2022/4/16/3/15, 1829.584, 15000.0
2022/4/16/4/15, 1750.296, 15000.0
2022/4/16/5/15, 1683.379, 15000.0
2022/4/16/6/15, 1664.021, 15000.0
2022/4/16/7/15, 1649.081, 15000.0
2022/4/16/8/15, 1824.167, 15000.0
2022/4/16/9/15, 1887.45, 15000.0
2022/4/16/10/15, 2136.296, 15000.0
2022/4/16/11/15, 2193.776, 15000.0
2022/4/16/12/15, 2013.576, 15000.0
2022/4/16/13/15, 2068.408, 15000.0
2022/4/16/14/15, 1998.191, 15000.0
2022/4/16/15/15, 1972.321, 15000.0
2022/4/16/16/15, 1994.07, 15000.0
2022/4/16/17/15, 2080.156, 15000.0
2022/4/16/18/15, 2059.336, 15000.0
2022/4/16/19/15, 2069.324, 15000.0
2022/4/16/20/15, 2017.984, 15000.0
2022/4/16/21/15, 2243.546, 15000.0
2022/4/16/22/15, 2346.042, 15000.0
2022/4/16/23/15, 2268.264, 15000.0
2022/4/16/24/15, 2162.94, 15000.0
2022/4/17/1/15, 2160.458, 15000.0
2022/4/17/2/15, 2038.906, 15000.0
2022/4/17/3/15, 1879.868, 15000.0
2022/4/17/4/15, 1824.205, 15000.0
2022/4/17/5/15, 1764.139, 15000.0
2022/4/17/6/15, 1665.558, 15000.0
2022/4/17/7/15, 1716.114, 15000.0
2022/4/17/8/15, 1782.205, 15000.0
2022/4/17/9/15, 1927.91, 15000.0
2022/4/17/10/15, 2120.163, 15000.0
2022/4/17/11/15, 1783.966, 15000.0
2022/4/17/12/15, 1497.768, 15000.0
2022/4/17/13/15, 1359.422, 15000.0
2022/4/17/14/15, 1332.86, 15000.0
2022/4/17/15/15, 1293.779, 15000.0
2022/4/17/16/15, 1286.912, 15000.0
2022/4/17/17/15, 1225.926, 15000.0
2022/4/17/18/15, 1294.412, 15000.0
2022/4/17/19/15, 1562.389, 15000.0
2022/4/17/20/15, 2115.355, 15000.0
2022/4/17/21/15, 2517.374, 15000.0
2022/4/17/22/15, 2556.671, 15000.0
2022/4/17/23/15, 2215.763, 15000.0
2022/4/17/24/15, 1963.401, 15000.0
2022/4/18/1/16, 1796.65, 15000.0
2022/4/18/2/16, 1616.915, 15000.0
2022/4/18/3/16, 1505.156, 15000.0
2022/4/18/4/16, 1566.804, 15000.0
2022/4/18/5/16, 1790.244, 15000.0
2022/4/18/6/16, 1885.088, 15000.0
2022/4/18/7/16, 1973.702, 15000.0
2022/4/18/8/16, 2107.725, 15000.0
2022/4/18/9/16, 2016.058, 15000.0
2022/4/18/10/16, 1967.4, 15000.0
2022/4/18/11/16, 1938.642, 15000.0
2022/4/18/12/16, 1777.163, 15000.0
2022/4/18/13/16, 1626.626, 15000.0
2022/4/18/14/16, 1407.273, 15000.0
2022/4/18/15/16, 1285.936, 15000.0
2022/4/18/16/16, 1383.841, 15000.0
2022/4/18/17/16, 1541.56, 15000.0
2022/4/18/18/16, 1947.646, 15000.0
2022/4/18/19/16, 2160.564, 15000.0
2022/4/18/20/16, 2136.579, 15000.0
2022/4/18/21/16, 1866.893, 15000.0
2022/4/18/22/16, 1762.192, 15000.0
2022/4/18/23/16, 1610.56, 15000.0
2022/4/18/24/16, 1525.563, 15000.0
2022/4/19/1/16, 1497.521, 15000.0
2022/4/19/2/16, 1500.924, 15000.0
2022/4/19/3/16, 1399.442, 15000.0
2022/4/19/4/16, 1453.08, 15000.0
2022/4/19/5/16, 1509.367, 15000.0
2022/4/19/6/16, 1801.606, 15000.0
2022/4/19/7/16, 2038.034, 15000.0
2022/4/19/8/16, 2318.317, 15000.0
2022/4/19/9/16, 2207.713, 15000.0
2022/4/19/10/16, 2226.525, 15000.0
2022/4/19/11/16, 2100.745, 15000.0
2022/4/19/12/16, 2013.739, 15000.0
2022/4/19/13/16, 2058.326, 15000.0
2022/4/19/14/16, 2055.493, 15000.0
2022/4/19/15/16, 1941.561, 15000.0
2022/4/19/16/16, 1986.355, 15000.0
2022/4/19/17/16, 1891.954, 15000.0
2022/4/19/18/16, 2001.908, 15000.0
2022/4/19/19/16, 1965.895, 15000.0
2022/4/19/20/16, 2004.639, 15000.0
2022/4/19/21/16, 2066.572, 15000.0
2022/4/19/22/16, 2119.984, 15000.0
2022/4/19/23/16, 1868.892, 15000.0
2022/4/19/24/16, 1647.216, 15000.0
2022/4/20/1/16, 1581.148, 15000.0
2022/4/20/2/16, 1475.456, 15000.0
2022/4/20/3/16, 1451.255, 15000.0
2022/4/20/4/16, 1467.637, 15000.0
2022/4/20/5/16, 1424.006, 15000.0
2022/4/20/6/16, 1594.158, 15000.0
2022/4/20/7/16, 1962.395, 15000.0
2022/4/20/8/16, 2270.131, 15000.0
2022/4/20/9/16, 2262.347, 15000.0
2022/4/20/10/16, 2191.276, 15000.0
2022/4/20/11/16, 2028.736, 15000.0
2022/4/20/12/16, 1850.197, 15000.0
2022/4/20/13/16, 1768.204, 15000.0
2022/4/20/14/16, 1662.695, 15000.0
2022/4/20/15/16, 1697.135, 15000.0
2022/4/20/16/16, 1672.653, 15000.0
2022/4/20/17/16, 1624.437, 15000.0
2022/4/20/18/16, 1638.924, 15000.0
2022/4/20/19/16, 1878.019, 15000.0
2022/4/20/20/16, 2017.87, 15000.0
2022/4/20/21/16, 2089.508, 15000.0
2022/4/20/22/16, 2079.74, 15000.0
2022/4/20/23/16, 1868.204, 15000.0
2022/4/20/24/16, 1559.552, 15000.0
2022/4/21/1/16, 1473.172, 15000.0
2022/4/21/2/16, 1576.524, 15000.0
2022/4/21/3/16, 1802.933, 15000.0
2022/4/21/4/16, 1953.027, 15000.0
2022/4/21/5/16, 2056.137, 15000.0
2022/4/21/6/16, 2216.864, 15000.0
2022/4/21/7/16, 2487.653, 15000.0
2022/4/21/8/16, 2596.819, 15000.0
2022/4/21/9/16, 2470.43, 15000.0
2022/4/21/10/16, 2301.991, 15000.0
2022/4/21/11/16, 2193.426, 15000.0
2022/4/21/12/16, 2121.248, 15000.0
2022/4/21/13/16, 2066.81, 15000.0
2022/4/21/14/16, 2051.006, 15000.0
2022/4/21/15/16, 1910.288, 15000.0
2022/4/21/16/16, 1801.468, 15000.0
2022/4/21/17/16, 1890.876, 15000.0
2022/4/21/18/16, 1962.836, 15000.0
2022/4/21/19/16, 1858.589, 15000.0
2022/4/21/20/16, 1909.007, 15000.0
2022/4/21/21/16, 1895.343, 15000.0
2022/4/21/22/16, 1847.326, 15000.0
2022/4/21/23/16, 1778.828, 15000.0
2022/4/21/24/16, 1859.153, 15000.0
2022/4/22/1/16, 1958.374, 15000.0
2022/4/22/2/16, 1902.424, 15000.0
2022/4/22/3/16, 1830.085, 15000.0
2022/4/22/4/16, 1841.894, 15000.0
2022/4/22/5/16, 1872.302, 15000.0
2022/4/22/6/16, 2189.563, 15000.0
2022/4/22/7/16, 2396.887, 15000.0
2022/4/22/8/16, 2540.428, 15000.0
2022/4/22/9/16, 2650.672, 15000.0
2022/4/22/10/16, 2737.132, 15000.0
2022/4/22/11/16, 2782.598, 15000.0
2022/4/22/12/16, 2852.887, 15000.0
2022/4/22/13/16, 2820.97, 15000.0
2022/4/22/14/16, 2827.433, 15000.0
2022/4/22/15/16, 2761.316, 15000.0
2022/4/22/16/16, 2895.664, 15000.0
2022/4/22/17/16, 3131.407, 15000.0
2022/4/22/18/16, 3399.874, 15000.0
2022/4/22/19/16, 3441.278, 15000.0
2022/4/22/20/16, 3332.619, 15000.0
2022/4/22/21/16, 3501.231, 15000.0
2022/4/22/22/16, 3766.576, 15000.0
2022/4/22/23/16, 3640.936, 15000.0
2022/4/22/24/16, 3443.304, 15000.0
2022/4/23/1/16, 3254.265, 15000.0
2022/4/23/2/16, 3167.098, 15000.0
2022/4/23/3/16, 3076.659, 15000.0
2022/4/23/4/16, 3035.729, 15000.0
2022/4/23/5/16, 3083.538, 15000.0
2022/4/23/6/16, 3005.782, 15000.0
2022/4/23/7/16, 2899.892, 15000.0
2022/4/23/8/16, 2423.737, 15000.0
2022/4/23/9/16, 2413.07, 15000.0
2022/4/23/10/16, 2435.734, 15000.0
2022/4/23/11/16, 2536.023, 15000.0
2022/4/23/12/16, 2654.406, 15000.0
2022/4/23/13/16, 2462.824, 15000.0
2022/4/23/14/16, 2306.825, 15000.0
2022/4/23/15/16, 2217.842, 15000.0
2022/4/23/16/16, 2193.046, 15000.0
2022/4/23/17/16, 2357.556, 15000.0
2022/4/23/18/16, 2336.182, 15000.0
2022/4/23/19/16, 2384.003, 15000.0
2022/4/23/20/16, 2374.525, 15000.0
2022/4/23/21/16, 2316.347, 15000.0
2022/4/23/22/16, 2441.979, 15000.0
2022/4/23/23/16, 2308.301, 15000.0
2022/4/23/24/16, 2041.863, 15000.0
2022/4/24/1/16, 1846.019, 15000.0
2022/4/24/2/16, 1746.503, 15000.0
2022/4/24/3/16, 1694.105, 15000.0
2022/4/24/4/16, 1790.289, 15000.0
2022/4/24/5/16, 1832.987, 15000.0
2022/4/24/6/16, 1966.707, 15000.0
2022/4/24/7/16, 2012.251, 15000.0
2022/4/24/8/16, 2118.746, 15000.0
2022/4/24/9/16, 2302.301, 15000.0
2022/4/24/10/16, 2356.912, 15000.0
2022/4/24/11/16, 2268.803, 15000.0
2022/4/24/12/16, 2118.506, 15000.0
2022/4/24/13/16, 2078.049, 15000.0
2022/4/24/14/16, 1973.422, 15000.0
2022/4/24/15/16, 1936.305, 15000.0
2022/4/24/16/16, 2215.412, 15000.0
2022/4/24/17/16, 2400.97, 15000.0
2022/4/24/18/16, 2408.591, 15000.0
2022/4/24/19/16, 2595.685, 15000.0
2022/4/24/20/16, 2696.205, 15000.0
2022/4/24/21/16, 2776.692, 15000.0
2022/4/24/22/16, 2817.538, 15000.0
2022/4/24/23/16, 2712.123, 15000.0
2022/4/24/24/16, 2538.766, 15000.0
2022/4/25/1/17, 2164.305, 15000.0
2022/4/25/2/17, 1988.309, 15000.0
2022/4/25/3/17, 1853.22, 15000.0
2022/4/25/4/17, 1933.243, 15000.0
2022/4/25/5/17, 2158.619, 15000.0
2022/4/25/6/17, 2442.657, 15000.0
2022/4/25/7/17, 2575.859, 15000.0
2022/4/25/8/17, 2560.722, 15000.0
2022/4/25/9/17, 2507.661, 15000.0
2022/4/25/10/17, 2580.084, 15000.0
2022/4/25/11/17, 2606.175, 15000.0
2022/4/25/12/17, 2483.454, 15000.0
2022/4/25/13/17, 2501.914, 15000.0
2022/4/25/14/17, 2649.247, 15000.0
2022/4/25/15/17, 2728.927, 15000.0
2022/4/25/16/17, 2713.45, 15000.0
2022/4/25/17/17, 2551.359, 15000.0
2022/4/25/18/17, 2479.859, 15000.0
2022/4/25/19/17, 2493.766, 15000.0
2022/4/25/20/17, 2563.789, 15000.0
2022/4/25/21/17, 2842.31, 15000.0
2022/4/25/22/17, 2959.942, 15000.0
2022/4/25/23/17, 2934.916, 15000.0
2022/4/25/24/17, 2834.532, 15000.0
2022/4/26/1/17, 3029.845, 15000.0
2022/4/26/2/17, 3298.578, 15000.0
2022/4/26/3/17, 3353.344, 15000.0
2022/4/26/4/17, 3532.024, 15000.0
2022/4/26/5/17, 3833.386, 15000.0
2022/4/26/6/17, 3983.347, 15000.0
2022/4/26/7/17, 4102.114, 15000.0
2022/4/26/8/17, 4413.539, 15000.0
2022/4/26/9/17, 4328.556, 15000.0
2022/4/26/10/17, 4466.263, 15000.0
2022/4/26/11/17, 4649.603, 15000.0
2022/4/26/12/17, 4716.929, 15000.0
2022/4/26/13/17, 4800.366, 15000.0
2022/4/26/14/17, 4747.452, 15000.0
2022/4/26/15/17, 4689.853, 15000.0
2022/4/26/16/17, 4487.84, 15000.0
2022/4/26/17/17, 4249.631, 15000.0
2022/4/26/18/17, 3958.375, 15000.0
2022/4/26/19/17, 3752.577, 15000.0
2022/4/26/20/17, 3576.784, 15000.0
2022/4/26/21/17, 3479.641, 15000.0
2022/4/26/22/17, 3565.937, 15000.0
2022/4/26/23/17, 3461.782, 15000.0
2022/4/26/24/17, 3297.919, 15000.0
2022/4/27/1/17, 3151.217, 15000.0
2022/4/27/2/17, 3103.62, 15000.0
2022/4/27/3/17, 3137.638, 15000.0
2022/4/27/4/17, 3066.407, 15000.0
2022/4/27/5/17, 3026.898, 15000.0
2022/4/27/6/17, 3099.126, 15000.0
2022/4/27/7/17, 2971.81, 15000.0
2022/4/27/8/17, 2782.061, 15000.0
2022/4/27/9/17, 2807.731, 15000.0
2022/4/27/10/17, 2886.512, 15000.0
2022/4/27/11/17, 3216.279, 15000.0
2022/4/27/12/17, 3349.32, 15000.0
2022/4/27/13/17, 3496.419, 15000.0
2022/4/27/14/17, 3563.225, 15000.0
2022/4/27/15/17, 3601.051, 15000.0
2022/4/27/16/17, 3588.225, 15000.0
2022/4/27/17/17, 3586.241, 15000.0
2022/4/27/18/17, 3656.35, 15000.0
2022/4/27/19/17, 3747.617, 15000.0
2022/4/27/20/17, 3703.057, 15000.0
2022/4/27/21/17, 3881.102, 15000.0
2022/4/27/22/17, 4089.53, 15000.0
2022/4/27/23/17, 4198.75, 15000.0
2022/4/27/24/17, 4276.152, 15000.0
2022/4/28/1/17, 4318.623, 15000.0
2022/4/28/2/17, 3970.373, 15000.0
2022/4/28/3/17, 3787.236, 15000.0
2022/4/28/4/17, 3619.036, 15000.0
2022/4/28/5/17, 3605.696, 15000.0
2022/4/28/6/17, 3844.77, 15000.0
2022/4/28/7/17, 3542.98, 15000.0
2022/4/28/8/17, 3362.478, 15000.0
2022/4/28/9/17, 3248.215, 15000.0
2022/4/28/10/17, 3562.669, 15000.0
2022/4/28/11/17, 3768.158, 15000.0
2022/4/28/12/17, 3733.609, 15000.0
2022/4/28/13/17, 3649.604, 15000.0
2022/4/28/14/17, 3673.025, 15000.0
2022/4/28/15/17, 3560.05, 15000.0
2022/4/28/16/17, 3687.449, 15000.0
2022/4/28/17/17, 3685.057, 15000.0
2022/4/28/18/17, 3607.536, 15000.0
2022/4/28/19/17, 3496.454, 15000.0
2022/4/28/20/17, 3483.324, 15000.0
2022/4/28/21/17, 3547.562, 15000.0
2022/4/28/22/17, 3739.522, 15000.0
2022/4/28/23/17, 3788.526, 15000.0
2022/4/28/24/17, 3800.818, 15000.0
2022/4/29/1/17, 3604.681, 15000.0
2022/4/29/2/17, 3443.353, 15000.0
2022/4/29/3/17, 3339.541, 15000.0
2022/4/29/4/17, 3386.858, 15000.0
2022/4/29/5/17, 3637.965, 15000.0
2022/4/29/6/17, 3726.439, 15000.0
2022/4/29/7/17, 3368.886, 15000.0
2022/4/29/8/17, 3023.025, 15000.0
2022/4/29/9/17, 3096.03, 15000.0
2022/4/29/10/17, 3190.646, 15000.0
2022/4/29/11/17, 3340.319, 15000.0
2022/4/29/12/17, 3496.924, 15000.0
2022/4/29/13/17, 3715.497, 15000.0
2022/4/29/14/17, 3623.46, 15000.0
2022/4/29/15/17, 3630.331, 15000.0
2022/4/29/16/17, 3630.856, 15000.0
2022/4/29/17/17, 3600.347, 15000.0
2022/4/29/18/17, 3613.422, 15000.0
2022/4/29/19/17, 3523.358, 15000.0
2022/4/29/20/17, 3436.253, 15000.0
2022/4/29/21/17, 3644.983, 15000.0
