Time, EnergyGeneration, StorageCapacity
2022/6/16/10/24, 4222.167, 15000.0
2022/6/16/11/24, 4241.969, 15000.0
2022/6/16/12/24, 4234.466, 15000.0
2022/6/16/13/24, 4233.808, 15000.0
2022/6/16/14/24, 4329.27, 15000.0
2022/6/16/15/24, 4026.645, 15000.0
2022/6/16/16/24, 4045.732, 15000.0
2022/6/16/17/24, 4173.622, 15000.0
2022/6/16/18/24, 4301.116, 15000.0
2022/6/16/19/24, 4236.806, 15000.0
2022/6/16/20/24, 4047.21, 15000.0
2022/6/16/21/24, 3701.379, 15000.0
2022/6/16/22/24, 3667.416, 15000.0
2022/6/16/23/24, 3620.274, 15000.0
2022/6/16/24/24, 3202.666, 15000.0
2022/6/17/1/24, 2866.271, 15000.0
2022/6/17/2/24, 2531.517, 15000.0
2022/6/17/3/24, 2473.741, 15000.0
2022/6/17/4/24, 2624.007, 15000.0
2022/6/17/5/24, 2903.913, 15000.0
2022/6/17/6/24, 3141.758, 15000.0
2022/6/17/7/24, 3193.057, 15000.0
2022/6/17/8/24, 3539.712, 15000.0
2022/6/17/9/24, 3375.901, 15000.0
2022/6/17/10/24, 3276.396, 15000.0
2022/6/17/11/24, 3131.643, 15000.0
2022/6/17/12/24, 3080.138, 15000.0
2022/6/17/13/24, 3055.659, 15000.0
2022/6/17/14/24, 2860.021, 15000.0
2022/6/17/15/24, 2576.085, 15000.0
2022/6/17/16/24, 2678.355, 15000.0
2022/6/17/17/24, 2499.03, 15000.0
2022/6/17/18/24, 2326.469, 15000.0
2022/6/17/19/24, 2246.224, 15000.0
2022/6/17/20/24, 2201.728, 15000.0
2022/6/17/21/24, 2253.032, 15000.0
2022/6/17/22/24, 2297.678, 15000.0
2022/6/17/23/24, 2062.639, 15000.0
2022/6/17/24/24, 1785.839, 15000.0
2022/6/18/1/24, 1623.837, 15000.0
2022/6/18/2/24, 1506.979, 15000.0
2022/6/18/3/24, 1445.523, 15000.0
2022/6/18/4/24, 1594.247, 15000.0
2022/6/18/5/24, 1911.835, 15000.0
2022/6/18/6/24, 2204.209, 15000.0
2022/6/18/7/24, 2132.231, 15000.0
2022/6/18/8/24, 2394.245, 15000.0
2022/6/18/9/24, 2655.635, 15000.0
2022/6/18/10/24, 2625.8, 15000.0
2022/6/18/11/24, 2614.122, 15000.0
2022/6/18/12/24, 2648.778, 15000.0
2022/6/18/13/24, 2702.339, 15000.0
2022/6/18/14/24, 2466.759, 15000.0
2022/6/18/15/24, 2570.822, 15000.0
2022/6/18/16/24, 2849.508, 15000.0
2022/6/18/17/24, 2842.763, 15000.0
2022/6/18/18/24, 3060.016, 15000.0
2022/6/18/19/24, 2969.09, 15000.0
2022/6/18/20/24, 2875.591, 15000.0
2022/6/18/21/24, 2646.678, 15000.0
2022/6/18/22/24, 2566.989, 15000.0
2022/6/18/23/24, 2661.444, 15000.0
2022/6/18/24/24, 2754.3, 15000.0
2022/6/19/1/24, 2665.789, 15000.0
2022/6/19/2/24, 2496.914, 15000.0
2022/6/19/3/24, 2509.19, 15000.0
2022/6/19/4/24, 2569.475, 15000.0
2022/6/19/5/24, 2659.79, 15000.0
2022/6/19/6/24, 2722.163, 15000.0
2022/6/19/7/24, 2586.349, 15000.0
2022/6/19/8/24, 2818.352, 15000.0
2022/6/19/9/24, 3053.422, 15000.0
2022/6/19/10/24, 3157.597, 15000.0
2022/6/19/11/24, 3103.271, 15000.0
2022/6/19/12/24, 3084.988, 15000.0
2022/6/19/13/24, 3031.033, 15000.0
2022/6/19/14/24, 2959.516, 15000.0
2022/6/19/15/24, 2812.056, 15000.0
2022/6/19/16/24, 2718.135, 15000.0
2022/6/19/17/24, 2601.934, 15000.0
2022/6/19/18/24, 2683.023, 15000.0
2022/6/19/19/24, 2927.801, 15000.0
2022/6/19/20/24, 2840.226, 15000.0
2022/6/19/21/24, 2829.141, 15000.0
2022/6/19/22/24, 2718.243, 15000.0
2022/6/19/23/24, 2639.093, 15000.0
2022/6/19/24/24, 2382.275, 15000.0
2022/6/20/1/25, 2102.043, 15000.0
2022/6/20/2/25, 1811.864, 15000.0
2022/6/20/3/25, 1756.668, 15000.0
2022/6/20/4/25, 1777.074, 15000.0
2022/6/20/5/25, 1755.559, 15000.0
2022/6/20/6/25, 2071.403, 15000.0
2022/6/20/7/25, 2314.517, 15000.0
2022/6/20/8/25, 2589.992, 15000.0
2022/6/20/9/25, 2717.922, 15000.0
2022/6/20/10/25, 2844.223, 15000.0
2022/6/20/11/25, 2842.976, 15000.0
2022/6/20/12/25, 2907.622, 15000.0
2022/6/20/13/25, 2915.575, 15000.0
2022/6/20/14/25, 2883.715, 15000.0
2022/6/20/15/25, 2749.48, 15000.0
2022/6/20/16/25, 2736.889, 15000.0
2022/6/20/17/25, 2735.953, 15000.0
2022/6/20/18/25, 2644.848, 15000.0
2022/6/20/19/25, 2580.045, 15000.0
2022/6/20/20/25, 2633.678, 15000.0
2022/6/20/21/25, 2519.726, 15000.0
2022/6/20/22/25, 2385.673, 15000.0
2022/6/20/23/25, 2286.985, 15000.0
2022/6/20/24/25, 2002.496, 15000.0
2022/6/21/1/25, 1917.938, 15000.0
2022/6/21/2/25, 1872.993, 15000.0
2022/6/21/3/25, 1739.73, 15000.0
2022/6/21/4/25, 1633.968, 15000.0
2022/6/21/5/25, 1841.872, 15000.0
2022/6/21/6/25, 2189.006, 15000.0
2022/6/21/7/25, 2478.049, 15000.0
2022/6/21/8/25, 2706.97, 15000.0
2022/6/21/9/25, 2808.98, 15000.0
2022/6/21/10/25, 2888.245, 15000.0
2022/6/21/11/25, 2920.484, 15000.0
2022/6/21/12/25, 2875.65, 15000.0
2022/6/21/13/25, 2896.144, 15000.0
2022/6/21/14/25, 2858.465, 15000.0
2022/6/21/15/25, 2958.526, 15000.0
2022/6/21/16/25, 3042.636, 15000.0
2022/6/21/17/25, 3150.796, 15000.0
2022/6/21/18/25, 3052.005, 15000.0
2022/6/21/19/25, 2841.936, 15000.0
2022/6/21/20/25, 2873.73, 15000.0
2022/6/21/21/25, 2713.734, 15000.0
2022/6/21/22/25, 3011.296, 15000.0
2022/6/21/23/25, 2920.233, 15000.0
2022/6/21/24/25, 2369.175, 15000.0
2022/6/22/1/25, 2080.607, 15000.0
2022/6/22/2/25, 1776.256, 15000.0
2022/6/22/3/25, 1678.53, 15000.0
2022/6/22/4/25, 1658.635, 15000.0
2022/6/22/5/25, 1740.567, 15000.0
2022/6/22/6/25, 2070.915, 15000.0
2022/6/22/7/25, 2422.405, 15000.0
2022/6/22/8/25, 2731.359, 15000.0
2022/6/22/9/25, 2763.161, 15000.0
2022/6/22/10/25, 2870.848, 15000.0
2022/6/22/11/25, 2859.422, 15000.0
2022/6/22/12/25, 2891.548, 15000.0
2022/6/22/13/25, 2854.728, 15000.0
2022/6/22/14/25, 3054.462, 15000.0
2022/6/22/15/25, 2842.39, 15000.0
2022/6/22/16/25, 2861.755, 15000.0
2022/6/22/17/25, 2676.453, 15000.0
2022/6/22/18/25, 2742.004, 15000.0
2022/6/22/19/25, 2715.148, 15000.0
2022/6/22/20/25, 2719.566, 15000.0
2022/6/22/21/25, 2780.326, 15000.0
2022/6/22/22/25, 2469.398, 15000.0
2022/6/22/23/25, 2622.68, 15000.0
2022/6/22/24/25, 2394.595, 15000.0
2022/6/23/1/25, 2108.459, 15000.0
2022/6/23/2/25, 2324.252, 15000.0
2022/6/23/3/25, 2535.589, 15000.0
2022/6/23/4/25, 2430.111, 15000.0
2022/6/23/5/25, 2474.096, 15000.0
2022/6/23/6/25, 2698.616, 15000.0
2022/6/23/7/25, 2922.941, 15000.0
2022/6/23/8/25, 3136.693, 15000.0
2022/6/23/9/25, 3748.745, 15000.0
2022/6/23/10/25, 4065.325, 15000.0
2022/6/23/11/25, 3846.903, 15000.0
2022/6/23/12/25, 3808.528, 15000.0
2022/6/23/13/25, 3829.401, 15000.0
2022/6/23/14/25, 3632.786, 15000.0
2022/6/23/15/25, 3423.365, 15000.0
2022/6/23/16/25, 3291.495, 15000.0
2022/6/23/17/25, 3081.12, 15000.0
2022/6/23/18/25, 2869.771, 15000.0
2022/6/23/19/25, 3139.917, 15000.0
2022/6/23/20/25, 3097.991, 15000.0
2022/6/23/21/25, 2805.332, 15000.0
2022/6/23/22/25, 2726.5, 15000.0
2022/6/23/23/25, 2768.627, 15000.0
2022/6/23/24/25, 2862.929, 15000.0
2022/6/24/1/25, 3000.391, 15000.0
2022/6/24/2/25, 3007.489, 15000.0
2022/6/24/3/25, 2894.793, 15000.0
2022/6/24/4/25, 2748.613, 15000.0
2022/6/24/5/25, 2567.941, 15000.0
2022/6/24/6/25, 2220.0, 15000.0
2022/6/24/7/25, 1943.287, 15000.0
2022/6/24/8/25, 1875.89, 15000.0
2022/6/24/9/25, 1943.814, 15000.0
2022/6/24/10/25, 2271.254, 15000.0
2022/6/24/11/25, 2510.608, 15000.0
2022/6/24/12/25, 2536.731, 15000.0
2022/6/24/13/25, 2445.315, 15000.0
2022/6/24/14/25, 2297.374, 15000.0
2022/6/24/15/25, 2161.508, 15000.0
2022/6/24/16/25, 2142.088, 15000.0
2022/6/24/17/25, 2014.83, 15000.0
2022/6/24/18/25, 1983.314, 15000.0
2022/6/24/19/25, 2008.466, 15000.0
2022/6/24/20/25, 2117.355, 15000.0
2022/6/24/21/25, 1894.856, 15000.0
2022/6/24/22/25, 1876.633, 15000.0
2022/6/24/23/25, 1824.943, 15000.0
2022/6/24/24/25, 1637.247, 15000.0
2022/6/25/1/25, 1754.673, 15000.0
2022/6/25/2/25, 1562.7, 15000.0
2022/6/25/3/25, 1482.48, 15000.0
2022/6/25/4/25, 1465.65, 15000.0
2022/6/25/5/25, 1480.559, 15000.0
2022/6/25/6/25, 1459.273, 15000.0
2022/6/25/7/25, 1257.421, 15000.0
2022/6/25/8/25, 1363.208, 15000.0
2022/6/25/9/25, 1654.981, 15000.0
2022/6/25/10/25, 1868.033, 15000.0
2022/6/25/11/25, 1914.098, 15000.0
2022/6/25/12/25, 1999.645, 15000.0
2022/6/25/13/25, 2008.387, 15000.0
2022/6/25/14/25, 2009.668, 15000.0
2022/6/25/15/25, 2028.646, 15000.0
2022/6/25/16/25, 2114.031, 15000.0
2022/6/25/17/25, 2099.885, 15000.0
2022/6/25/18/25, 2179.896, 15000.0
2022/6/25/19/25, 2112.093, 15000.0
2022/6/25/20/25, 1954.509, 15000.0
2022/6/25/21/25, 1728.452, 15000.0
2022/6/25/22/25, 1945.771, 15000.0
2022/6/25/23/25, 2083.493, 15000.0
2022/6/25/24/25, 2074.033, 15000.0
2022/6/26/1/25, 2209.007, 15000.0
2022/6/26/2/25, 2379.34, 15000.0
2022/6/26/3/25, 2505.648, 15000.0
2022/6/26/4/25, 2595.603, 15000.0
2022/6/26/5/25, 2506.173, 15000.0
2022/6/26/6/25, 2206.593, 15000.0
2022/6/26/7/25, 1837.763, 15000.0
2022/6/26/8/25, 1743.461, 15000.0
2022/6/26/9/25, 1948.917, 15000.0
2022/6/26/10/25, 2237.094, 15000.0
2022/6/26/11/25, 2162.223, 15000.0
2022/6/26/12/25, 2120.622, 15000.0
2022/6/26/13/25, 2216.623, 15000.0
2022/6/26/14/25, 2349.678, 15000.0
2022/6/26/15/25, 2284.894, 15000.0
2022/6/26/16/25, 2317.871, 15000.0
2022/6/26/17/25, 2464.454, 15000.0
2022/6/26/18/25, 2408.105, 15000.0
2022/6/26/19/25, 2485.395, 15000.0
2022/6/26/20/25, 2459.869, 15000.0
2022/6/26/21/25, 2318.655, 15000.0
2022/6/26/22/25, 2311.07, 15000.0
2022/6/26/23/25, 2211.464, 15000.0
2022/6/26/24/25, 1960.443, 15000.0
2022/6/27/1/26, 1727.224, 15000.0
2022/6/27/2/26, 1480.226, 15000.0
2022/6/27/3/26, 1334.342, 15000.0
2022/6/27/4/26, 1400.14, 15000.0
2022/6/27/5/26, 1479.689, 15000.0
2022/6/27/6/26, 1888.654, 15000.0
2022/6/27/7/26, 2350.893, 15000.0
2022/6/27/8/26, 2741.163, 15000.0
2022/6/27/9/26, 2845.997, 15000.0
2022/6/27/10/26, 2900.161, 15000.0
2022/6/27/11/26, 2903.805, 15000.0
2022/6/27/12/26, 2835.528, 15000.0
2022/6/27/13/26, 2828.218, 15000.0
2022/6/27/14/26, 2890.655, 15000.0
2022/6/27/15/26, 2708.538, 15000.0
2022/6/27/16/26, 2562.053, 15000.0
2022/6/27/17/26, 2499.566, 15000.0
2022/6/27/18/26, 2572.349, 15000.0
2022/6/27/19/26, 2518.796, 15000.0
2022/6/27/20/26, 2485.082, 15000.0
2022/6/27/21/26, 2341.596, 15000.0
2022/6/27/22/26, 2278.234, 15000.0
2022/6/27/23/26, 2269.624, 15000.0
2022/6/27/24/26, 2088.833, 15000.0
2022/6/28/1/26, 2227.789, 15000.0
2022/6/28/2/26, 2194.147, 15000.0
2022/6/28/3/26, 2334.568, 15000.0
2022/6/28/4/26, 2321.284, 15000.0
2022/6/28/5/26, 2270.631, 15000.0
2022/6/28/6/26, 2341.489, 15000.0
2022/6/28/7/26, 2556.289, 15000.0
2022/6/28/8/26, 3020.581, 15000.0
2022/6/28/9/26, 3408.135, 15000.0
2022/6/28/10/26, 3464.333, 15000.0
2022/6/28/11/26, 3352.973, 15000.0
2022/6/28/12/26, 3128.768, 15000.0
2022/6/28/13/26, 3180.632, 15000.0
2022/6/28/14/26, 3137.336, 15000.0
2022/6/28/15/26, 3228.304, 15000.0
2022/6/28/16/26, 3188.517, 15000.0
2022/6/28/17/26, 3215.206, 15000.0
2022/6/28/18/26, 3439.221, 15000.0
2022/6/28/19/26, 3597.534, 15000.0
2022/6/28/20/26, 3394.497, 15000.0
2022/6/28/21/26, 3228.936, 15000.0
2022/6/28/22/26, 3366.121, 15000.0
2022/6/28/23/26, 3433.939, 15000.0
2022/6/28/24/26, 3326.89, 15000.0
2022/6/29/1/26, 3530.624, 15000.0
2022/6/29/2/26, 3409.642, 15000.0
2022/6/29/3/26, 3414.388, 15000.0
2022/6/29/4/26, 3230.393, 15000.0
2022/6/29/5/26, 3040.799, 15000.0
2022/6/29/6/26, 2872.121, 15000.0
2022/6/29/7/26, 2554.649, 15000.0
2022/6/29/8/26, 2856.35, 15000.0
2022/6/29/9/26, 2921.179, 15000.0
2022/6/29/10/26, 2981.461, 15000.0
2022/6/29/11/26, 3089.015, 15000.0
2022/6/29/12/26, 3095.319, 15000.0
2022/6/29/13/26, 3136.012, 15000.0
2022/6/29/14/26, 3126.59, 15000.0
2022/6/29/15/26, 3051.654, 15000.0
2022/6/29/16/26, 3068.338, 15000.0
2022/6/29/17/26, 3039.223, 15000.0
2022/6/29/18/26, 2900.428, 15000.0
2022/6/29/19/26, 2802.76, 15000.0
2022/6/29/20/26, 2702.859, 15000.0
2022/6/29/21/26, 2651.212, 15000.0
2022/6/29/22/26, 2629.505, 15000.0
2022/6/29/23/26, 2490.387, 15000.0
2022/6/29/24/26, 2140.072, 15000.0
2022/6/30/1/26, 2058.453, 15000.0
2022/6/30/2/26, 2124.949, 15000.0
2022/6/30/3/26, 2201.972, 15000.0
2022/6/30/4/26, 2060.601, 15000.0
2022/6/30/5/26, 1945.102, 15000.0
2022/6/30/6/26, 1980.754, 15000.0
2022/6/30/7/26, 2184.677, 15000.0
2022/6/30/8/26, 2332.598, 15000.0
2022/6/30/9/26, 2493.684, 15000.0
2022/6/30/10/26, 2624.037, 15000.0
2022/6/30/11/26, 2591.347, 15000.0
2022/6/30/12/26, 2537.492, 15000.0
2022/6/30/13/26, 2495.645, 15000.0
2022/6/30/14/26, 2409.019, 15000.0
2022/6/30/15/26, 2463.769, 15000.0
2022/6/30/16/26, 2492.292, 15000.0
2022/6/30/17/26, 2612.853, 15000.0
2022/6/30/18/26, 2595.392, 15000.0
2022/6/30/19/26, 2664.926, 15000.0
2022/6/30/20/26, 2593.253, 15000.0
2022/6/30/21/26, 2546.694, 15000.0
2022/6/30/22/26, 2509.571, 15000.0
2022/6/30/23/26, 2312.424, 15000.0
2022/6/30/24/26, 1813.84, 15000.0
2022/7/1/1/26, 1693.241, 15000.0
2022/7/1/2/26, 1522.997, 15000.0
2022/7/1/3/26, 1438.611, 15000.0
2022/7/1/4/26, 1427.32, 15000.0
2022/7/1/5/26, 1464.525, 15000.0
2022/7/1/6/26, 1937.85, 15000.0
2022/7/1/7/26, 2016.019, 15000.0
2022/7/1/8/26, 2264.179, 15000.0
2022/7/1/9/26, 2571.859, 15000.0
2022/7/1/10/26, 2659.159, 15000.0
2022/7/1/11/26, 2762.409, 15000.0
2022/7/1/12/26, 2889.08, 15000.0
2022/7/1/13/26, 2803.841, 15000.0
2022/7/1/14/26, 2723.078, 15000.0
2022/7/1/15/26, 2723.051, 15000.0
2022/7/1/16/26, 2527.718, 15000.0
2022/7/1/17/26, 2568.821, 15000.0
2022/7/1/18/26, 2616.287, 15000.0
2022/7/1/19/26, 2695.484, 15000.0
2022/7/1/20/26, 2608.232, 15000.0
2022/7/1/21/26, 2503.143, 15000.0
2022/7/1/22/26, 2557.871, 15000.0
2022/7/1/23/26, 2638.325, 15000.0
2022/7/1/24/26, 2452.783, 15000.0
2022/7/2/1/26, 2170.453, 15000.0
2022/7/2/2/26, 2073.381, 15000.0
2022/7/2/3/26, 2200.295, 15000.0
2022/7/2/4/26, 2291.447, 15000.0
2022/7/2/5/26, 2273.581, 15000.0
2022/7/2/6/26, 2182.243, 15000.0
2022/7/2/7/26, 1981.644, 15000.0
2022/7/2/8/26, 1944.586, 15000.0
2022/7/2/9/26, 2059.959, 15000.0
2022/7/2/10/26, 2304.502, 15000.0
2022/7/2/11/26, 2462.606, 15000.0
2022/7/2/12/26, 2505.42, 15000.0
2022/7/2/13/26, 2587.603, 15000.0
2022/7/2/14/26, 2618.623, 15000.0
2022/7/2/15/26, 2563.441, 15000.0
2022/7/2/16/26, 2561.766, 15000.0
2022/7/2/17/26, 2706.701, 15000.0
2022/7/2/18/26, 2846.273, 15000.0
2022/7/2/19/26, 2751.501, 15000.0
2022/7/2/20/26, 2665.174, 15000.0
2022/7/2/21/26, 2571.614, 15000.0
2022/7/2/22/26, 2622.153, 15000.0
2022/7/2/23/26, 2372.486, 15000.0
2022/7/2/24/26, 2008.77, 15000.0
2022/7/3/1/26, 1797.097, 15000.0
2022/7/3/2/26, 1916.893, 15000.0
2022/7/3/3/26, 1899.419, 15000.0
2022/7/3/4/26, 1856.289, 15000.0
2022/7/3/5/26, 1900.861, 15000.0
2022/7/3/6/26, 1818.61, 15000.0
2022/7/3/7/26, 1513.791, 15000.0
2022/7/3/8/26, 1708.577, 15000.0
2022/7/3/9/26, 1911.214, 15000.0
2022/7/3/10/26, 2135.269, 15000.0
2022/7/3/11/26, 2077.72, 15000.0
2022/7/3/12/26, 2280.429, 15000.0
2022/7/3/13/26, 2242.543, 15000.0
2022/7/3/14/26, 2253.391, 15000.0
2022/7/3/15/26, 2162.769, 15000.0
2022/7/3/16/26, 2260.638, 15000.0
2022/7/3/17/26, 2408.846, 15000.0
2022/7/3/18/26, 2403.251, 15000.0
2022/7/3/19/26, 2482.097, 15000.0
2022/7/3/20/26, 2493.327, 15000.0
2022/7/3/21/26, 2251.904, 15000.0
2022/7/3/22/26, 2412.031, 15000.0
2022/7/3/23/26, 2409.888, 15000.0
2022/7/3/24/26, 2162.591, 15000.0
2022/7/4/1/27, 2253.264, 15000.0
2022/7/4/2/27, 2368.76, 15000.0
2022/7/4/3/27, 2317.666, 15000.0
2022/7/4/4/27, 2148.586, 15000.0
2022/7/4/5/27, 1914.492, 15000.0
2022/7/4/6/27, 2074.68, 15000.0
2022/7/4/7/27, 2036.136, 15000.0
2022/7/4/8/27, 2328.312, 15000.0
2022/7/4/9/27, 2556.024, 15000.0
2022/7/4/10/27, 2630.094, 15000.0
2022/7/4/11/27, 2571.688, 15000.0
2022/7/4/12/27, 2462.08, 15000.0
2022/7/4/13/27, 2499.362, 15000.0
2022/7/4/14/27, 2352.131, 15000.0
2022/7/4/15/27, 2145.799, 15000.0
2022/7/4/16/27, 2246.537, 15000.0
2022/7/4/17/27, 2197.127, 15000.0
2022/7/4/18/27, 2133.44, 15000.0
2022/7/4/19/27, 2129.387, 15000.0
2022/7/4/20/27, 2237.302, 15000.0
2022/7/4/21/27, 2085.303, 15000.0
2022/7/4/22/27, 2422.578, 15000.0
2022/7/4/23/27, 2349.233, 15000.0
2022/7/4/24/27, 2053.648, 15000.0
2022/7/5/1/27, 1643.245, 15000.0
2022/7/5/2/27, 1547.046, 15000.0
2022/7/5/3/27, 1495.32, 15000.0
2022/7/5/4/27, 1471.093, 15000.0
2022/7/5/5/27, 1460.427, 15000.0
2022/7/5/6/27, 1657.185, 15000.0
2022/7/5/7/27, 1865.248, 15000.0
2022/7/5/8/27, 2023.622, 15000.0
2022/7/5/9/27, 2147.735, 15000.0
2022/7/5/10/27, 2395.475, 15000.0
2022/7/5/11/27, 2901.575, 15000.0
2022/7/5/12/27, 2872.102, 15000.0
2022/7/5/13/27, 3041.377, 15000.0
2022/7/5/14/27, 2984.724, 15000.0
2022/7/5/15/27, 2876.43, 15000.0
2022/7/5/16/27, 2977.675, 15000.0
2022/7/5/17/27, 2755.123, 15000.0
2022/7/5/18/27, 2650.067, 15000.0
2022/7/5/19/27, 2672.964, 15000.0
2022/7/5/20/27, 2549.272, 15000.0
2022/7/5/21/27, 2609.869, 15000.0
2022/7/5/22/27, 2643.327, 15000.0
2022/7/5/23/27, 2758.947, 15000.0
2022/7/5/24/27, 2619.107, 15000.0
2022/7/6/1/27, 2406.516, 15000.0
2022/7/6/2/27, 2234.695, 15000.0
2022/7/6/3/27, 1970.443, 15000.0
2022/7/6/4/27, 1840.257, 15000.0
2022/7/6/5/27, 1667.516, 15000.0
2022/7/6/6/27, 1652.007, 15000.0
2022/7/6/7/27, 1714.01, 15000.0
2022/7/6/8/27, 2054.062, 15000.0
2022/7/6/9/27, 2544.06, 15000.0
2022/7/6/10/27, 2831.984, 15000.0
2022/7/6/11/27, 2847.798, 15000.0
2022/7/6/12/27, 2901.044, 15000.0
2022/7/6/13/27, 2874.023, 15000.0
2022/7/6/14/27, 2686.951, 15000.0
2022/7/6/15/27, 2562.094, 15000.0
2022/7/6/16/27, 2384.673, 15000.0
2022/7/6/17/27, 2500.323, 15000.0
2022/7/6/18/27, 2330.603, 15000.0
2022/7/6/19/27, 2374.294, 15000.0
2022/7/6/20/27, 2347.904, 15000.0
2022/7/6/21/27, 2038.202, 15000.0
2022/7/6/22/27, 2099.762, 15000.0
2022/7/6/23/27, 2112.898, 15000.0
2022/7/6/24/27, 2027.226, 15000.0
2022/7/7/1/27, 1721.658, 15000.0
2022/7/7/2/27, 1497.332, 15000.0
2022/7/7/3/27, 1330.406, 15000.0
2022/7/7/4/27, 1363.245, 15000.0
2022/7/7/5/27, 1595.463, 15000.0
2022/7/7/6/27, 1842.982, 15000.0
2022/7/7/7/27, 2037.079, 15000.0
2022/7/7/8/27, 2187.413, 15000.0
2022/7/7/9/27, 2346.451, 15000.0
2022/7/7/10/27, 2570.151, 15000.0
2022/7/7/11/27, 2610.867, 15000.0
2022/7/7/12/27, 2675.737, 15000.0
2022/7/7/13/27, 2689.426, 15000.0
2022/7/7/14/27, 2595.033, 15000.0
2022/7/7/15/27, 2581.801, 15000.0
2022/7/7/16/27, 2438.752, 15000.0
2022/7/7/17/27, 2533.235, 15000.0
2022/7/7/18/27, 2558.656, 15000.0
2022/7/7/19/27, 2685.053, 15000.0
2022/7/7/20/27, 2632.498, 15000.0
2022/7/7/21/27, 2526.635, 15000.0
2022/7/7/22/27, 2699.782, 15000.0
2022/7/7/23/27, 2942.968, 15000.0
2022/7/7/24/27, 2600.135, 15000.0
2022/7/8/1/27, 2626.888, 15000.0
2022/7/8/2/27, 2536.382, 15000.0
2022/7/8/3/27, 2465.515, 15000.0
2022/7/8/4/27, 2327.541, 15000.0
2022/7/8/5/27, 2163.13, 15000.0
2022/7/8/6/27, 2070.635, 15000.0
2022/7/8/7/27, 2326.954, 15000.0
2022/7/8/8/27, 2372.174, 15000.0
2022/7/8/9/27, 2693.951, 15000.0
2022/7/8/10/27, 3083.259, 15000.0
2022/7/8/11/27, 3202.876, 15000.0
2022/7/8/12/27, 3349.848, 15000.0
2022/7/8/13/27, 3189.91, 15000.0
2022/7/8/14/27, 3065.262, 15000.0
2022/7/8/15/27, 2877.423, 15000.0
2022/7/8/16/27, 2831.667, 15000.0
2022/7/8/17/27, 2821.742, 15000.0
2022/7/8/18/27, 2617.698, 15000.0
2022/7/8/19/27, 2506.839, 15000.0
2022/7/8/20/27, 2404.838, 15000.0
2022/7/8/21/27, 2153.2, 15000.0
2022/7/8/22/27, 2052.715, 15000.0
2022/7/8/23/27, 2067.427, 15000.0
2022/7/8/24/27, 2038.118, 15000.0
2022/7/9/1/27, 1780.109, 15000.0
2022/7/9/2/27, 1479.712, 15000.0
2022/7/9/3/27, 1169.487, 15000.0
2022/7/9/4/27, 1040.825, 15000.0
2022/7/9/5/27, 1024.656, 15000.0
2022/7/9/6/27, 959.212, 15000.0
2022/7/9/7/27, 1166.91, 15000.0
2022/7/9/8/27, 1399.486, 15000.0
2022/7/9/9/27, 1567.711, 15000.0
2022/7/9/10/27, 1468.863, 15000.0
2022/7/9/11/27, 1444.479, 15000.0
2022/7/9/12/27, 1394.778, 15000.0
2022/7/9/13/27, 1488.734, 15000.0
2022/7/9/14/27, 1490.168, 15000.0
2022/7/9/15/27, 1374.346, 15000.0
2022/7/9/16/27, 1592.996, 15000.0
2022/7/9/17/27, 1843.76, 15000.0
2022/7/9/18/27, 1977.907, 15000.0
2022/7/9/19/27, 1894.407, 15000.0
2022/7/9/20/27, 2032.302, 15000.0
2022/7/9/21/27, 1802.909, 15000.0
2022/7/9/22/27, 1965.991, 15000.0
2022/7/9/23/27, 1800.189, 15000.0
2022/7/9/24/27, 1469.031, 15000.0
2022/7/10/1/27, 1310.7, 15000.0
2022/7/10/2/27, 1140.809, 15000.0
2022/7/10/3/27, 1042.431, 15000.0
2022/7/10/4/27, 1051.109, 15000.0
2022/7/10/5/27, 1064.835, 15000.0
2022/7/10/6/27, 1077.174, 15000.0
2022/7/10/7/27, 1067.84, 15000.0
2022/7/10/8/27, 1094.641, 15000.0
2022/7/10/9/27, 1270.91, 15000.0
2022/7/10/10/27, 1421.168, 15000.0
2022/7/10/11/27, 1380.023, 15000.0
2022/7/10/12/27, 1352.133, 15000.0
2022/7/10/13/27, 1369.894, 15000.0
2022/7/10/14/27, 1412.469, 15000.0
2022/7/10/15/27, 1500.431, 15000.0
2022/7/10/16/27, 1583.884, 15000.0
2022/7/10/17/27, 2003.058, 15000.0
2022/7/10/18/27, 1984.938, 15000.0
2022/7/10/19/27, 2137.175, 15000.0
2022/7/10/20/27, 2365.19, 15000.0
2022/7/10/21/27, 2296.108, 15000.0
2022/7/10/22/27, 2341.148, 15000.0
2022/7/10/23/27, 2343.287, 15000.0
2022/7/10/24/27, 2279.761, 15000.0
2022/7/11/1/28, 2060.144, 15000.0
2022/7/11/2/28, 1757.935, 15000.0
2022/7/11/3/28, 1539.858, 15000.0
2022/7/11/4/28, 1511.977, 15000.0
2022/7/11/5/28, 1869.521, 15000.0
2022/7/11/6/28, 2121.305, 15000.0
2022/7/11/7/28, 2328.942, 15000.0
2022/7/11/8/28, 2329.408, 15000.0
2022/7/11/9/28, 2343.509, 15000.0
2022/7/11/10/28, 2285.692, 15000.0
2022/7/11/11/28, 2214.652, 15000.0
2022/7/11/12/28, 2358.558, 15000.0
2022/7/11/13/28, 2332.225, 15000.0
2022/7/11/14/28, 2373.114, 15000.0
2022/7/11/15/28, 2401.805, 15000.0
2022/7/11/16/28, 2340.114, 15000.0
